"municipality","votes","candidate","parties","file","district"
"羽幌町",2274,"いなつ　久","公明党","000520874.xls","北海道第10区"
"羽幌町",1989,"神谷　ひろし","立憲民主党","000520874.xls","北海道第10区"
"初山別村",466,"いなつ　久","公明党","000520874.xls","北海道第10区"
"初山別村",375,"神谷　ひろし","立憲民主党","000520874.xls","北海道第10区"
"遠別町",1003,"いなつ　久","公明党","000520874.xls","北海道第10区"
"遠別町",677,"神谷　ひろし","立憲民主党","000520874.xls","北海道第10区"
"天塩町",1221,"いなつ　久","公明党","000520874.xls","北海道第10区"
"天塩町",785,"神谷　ひろし","立憲民主党","000520874.xls","北海道第10区"
"北海道第10区 合計",96795,"いなつ　久","公明党","000520874.xls","北海道第10区"
"北海道第10区 合計",96282,"神谷　ひろし","立憲民主党","000520874.xls","北海道第10区"
"帯広市",43684,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"帯広市",38446,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"音更町",12619,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"音更町",9864,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"士幌町",1742,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"士幌町",1833,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"上士幌町",1581,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"上士幌町",1250,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"鹿追町",1567,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"鹿追町",1764,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"新得町",2109,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"新得町",1769,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"清水町",3005,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"清水町",2557,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"芽室町",5141,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"芽室町",4933,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"中札内村",1307,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"中札内村",1186,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"更別村",973,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"更別村",1052,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"大樹町",1568,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"大樹町",1787,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"広尾町",2032,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"広尾町",1952,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"幕別町",8618,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"幕別町",6015,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"池田町",2520,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"池田町",1618,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"豊頃町",1106,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"豊頃町",1049,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"本別町",2699,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"本別町",1788,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"足寄町",3250,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"足寄町",1246,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"陸別町",1057,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"陸別町",561,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"浦幌町",1636,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"浦幌町",1426,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"北海道第11区 合計",98214,"石川　かおり","立憲民主党","000520874.xls","北海道第11区"
"北海道第11区 合計",82096,"中川　ゆうこ","自由民主党","000520874.xls","北海道第11区"
"北見市",27405,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"北見市",19453,"水上　みか","希望の党","000520874.xls","北海道第12区"
"北見市",8802,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"網走市",9295,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"網走市",5709,"水上　みか","希望の党","000520874.xls","北海道第12区"
"網走市",2775,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"稚内市",10390,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"稚内市",4566,"水上　みか","希望の党","000520874.xls","北海道第12区"
"稚内市",2325,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"紋別市",5798,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"紋別市",3711,"水上　みか","希望の党","000520874.xls","北海道第12区"
"紋別市",1360,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"猿払村",962,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"猿払村",417,"水上　みか","希望の党","000520874.xls","北海道第12区"
"猿払村",174,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"浜頓別町",1160,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"浜頓別町",795,"水上　みか","希望の党","000520874.xls","北海道第12区"
"浜頓別町",277,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"中頓別町",569,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"中頓別町",348,"水上　みか","希望の党","000520874.xls","北海道第12区"
"中頓別町",170,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"枝幸町",2763,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"枝幸町",1259,"水上　みか","希望の党","000520874.xls","北海道第12区"
"枝幸町",516,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"豊富町",1154,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"豊富町",872,"水上　みか","希望の党","000520874.xls","北海道第12区"
"豊富町",323,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"礼文町",1203,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"礼文町",383,"水上　みか","希望の党","000520874.xls","北海道第12区"
"礼文町",129,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"利尻町",1172,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"利尻町",296,"水上　みか","希望の党","000520874.xls","北海道第12区"
"利尻町",92,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"利尻富士町",1393,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"利尻富士町",332,"水上　みか","希望の党","000520874.xls","北海道第12区"
"利尻富士町",117,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"幌延町",872,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"幌延町",329,"水上　みか","希望の党","000520874.xls","北海道第12区"
"幌延町",173,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"美幌町",5837,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"美幌町",3228,"水上　みか","希望の党","000520874.xls","北海道第12区"
"美幌町",1164,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"津別町",1231,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"津別町",1046,"水上　みか","希望の党","000520874.xls","北海道第12区"
"津別町",372,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"斜里町",3106,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"斜里町",1995,"水上　みか","希望の党","000520874.xls","北海道第12区"
"斜里町",702,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"清里町",1244,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"清里町",883,"水上　みか","希望の党","000520874.xls","北海道第12区"
"清里町",243,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"小清水町",1303,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"小清水町",921,"水上　みか","希望の党","000520874.xls","北海道第12区"
"小清水町",324,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"訓子府町",1356,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"訓子府町",1071,"水上　みか","希望の党","000520874.xls","北海道第12区"
"訓子府町",305,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"置戸町",877,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"置戸町",741,"水上　みか","希望の党","000520874.xls","北海道第12区"
"置戸町",178,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"佐呂間町",1686,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"佐呂間町",918,"水上　みか","希望の党","000520874.xls","北海道第12区"
"佐呂間町",302,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"遠軽町",6172,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"遠軽町",3952,"水上　みか","希望の党","000520874.xls","北海道第12区"
"遠軽町",1301,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"湧別町",3849,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"湧別町",1796,"水上　みか","希望の党","000520874.xls","北海道第12区"
"湧別町",484,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"滝上町",913,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"滝上町",697,"水上　みか","希望の党","000520874.xls","北海道第12区"
"滝上町",164,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"興部町",1199,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"興部町",672,"水上　みか","希望の党","000520874.xls","北海道第12区"
"興部町",252,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
"西興部村",440,"武部　あらた","自由民主党","000520874.xls","北海道第12区"
"西興部村",202,"水上　みか","希望の党","000520874.xls","北海道第12区"
"西興部村",97,"菅原　まこと","日本共産党","000520874.xls","北海道第12区"
